movieId,userId,score,title,genres
4956,2806,4.459171,"Stunt Man, The (1980)",Action|Adventure|Comedy|Drama|Romance|Thriller
293,2806,4.4533644,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
2303,2806,4.389358,Nashville (1975),Drama|Musical
541,2806,4.342367,Blade Runner (1982),Action|Sci-Fi|Thriller
4848,2806,4.3356433,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
50754,3135,4.960414,Record of a Tenement Gentleman (Nagaya shinshiroku) (1947),Drama
113741,3135,4.700503,Coherence (2013),Drama|Mystery|Sci-Fi|Thriller
147624,3135,4.4643726,The Blue Sky Maiden (1957),(no genres listed)
115149,3135,4.2499065,John Wick (2014),Action|Thriller
904,3135,4.199585,Rear Window (1954),Mystery|Thriller
26699,3135,4.1847734,Close-Up (Nema-ye Nazdik) (1990),Drama
1408,3135,4.134694,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
181525,3135,4.0450306,Das Himmler Projekt (2000),Documentary
151621,3135,4.0450306,Looking for Grace (2015),Drama
142414,3135,4.0450306,Dusty and Sweets McGee (1971),Crime|Drama
1203,3367,5.500694,12 Angry Men (1957),Drama
1242,3367,5.158804,Glory (1989),Drama|War
1193,3367,4.962225,One Flew Over the Cuckoo's Nest (1975),Drama
5963,3367,4.950297,"Children's Hour, The (1961)",Drama
166528,3367,4.929723,Rogue One: A Star Wars Story (2016),Action|Adventure|Fantasy|Sci-Fi
1267,3367,4.919136,"Manchurian Candidate, The (1962)",Crime|Thriller|War
3545,3367,4.902704,Cabaret (1972),Drama|Musical
1244,3367,4.899628,Manhattan (1979),Comedy|Drama|Romance
1218,3367,4.885129,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller
226202,3367,4.8617864,Free Guy (2020),Action|Adventure|Comedy|Sci-Fi
3545,3408,4.8600683,Cabaret (1972),Drama|Musical
2858,3408,4.8576345,American Beauty (1999),Drama|Romance
1203,3408,4.811693,12 Angry Men (1957),Drama
8602,3408,4.74899,Shadows (1959),Drama
2248,3408,4.71826,Say Anything... (1989),Comedy|Drama|Romance
1961,3408,4.69656,Rain Man (1988),Drama
1131,3408,4.659435,Jean de Florette (1986),Drama|Mystery
6818,3408,4.6365657,Come and See (Idi i smotri) (1985),Drama|War
4710,3408,4.6264653,"Shootist, The (1976)",Drama|Western
1193,3408,4.616262,One Flew Over the Cuckoo's Nest (1975),Drama
6818,3708,4.8118114,Come and See (Idi i smotri) (1985),Drama|War
904,3708,4.659115,Rear Window (1954),Mystery|Thriller
7587,3708,4.564407,"Samouraï, Le (Godson, The) (1967)",Crime|Drama|Thriller
4454,3708,4.493011,More (1998),Animation|Drama|Sci-Fi|IMAX
1281,3708,4.474251,"Great Dictator, The (1940)",Comedy|Drama|War
3088,3708,4.461488,Harvey (1950),Comedy|Fantasy
7227,3708,4.432743,"Trouble with Angels, The (1966)",Comedy
26699,3708,4.4299736,Close-Up (Nema-ye Nazdik) (1990),Drama
2248,3708,4.3597307,Say Anything... (1989),Comedy|Drama|Romance
112552,3708,4.3468347,Whiplash (2014),Drama
86854,4392,4.9671116,King Lear (1987),Comedy|Drama|Sci-Fi
7792,4392,4.760481,"Parallax View, The (1974)",Thriller
6,4392,4.6691256,Heat (1995),Action|Crime|Thriller
105755,4392,4.470401,"Counselor, The (2013)",Crime|Drama|Thriller
90933,4392,4.470401,"Deep Blue Sea, The (2011)",Drama|Romance
70978,4392,4.470401,Boyfriends and Girlfriends (a.k.a. My Girlfriend's Boyfriend) (L'ami de mon amie) (1987),Comedy
4432,4392,4.3971386,Sweet Smell of Success (1957),Drama|Film-Noir
1936,4392,4.353451,Mrs. Miniver (1942),Drama|War
5349,4392,4.282171,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
4577,4392,4.2501774,Casualties of War (1989),Drama|War
2731,5029,4.8595014,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama
72737,5029,4.692974,"Princess and the Frog, The (2009)",Animation|Children|Fantasy|Musical|Romance
6643,5029,4.6146946,Tokyo Story (Tôkyô monogatari) (1953),Drama
4993,5029,4.5908294,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
4454,5029,4.5779767,More (1998),Animation|Drama|Sci-Fi|IMAX
111235,5029,4.532874,Jodorowsky's Dune (2013),Documentary|Sci-Fi
65642,5029,4.509169,"Timecrimes (Cronocrímenes, Los) (2007)",Sci-Fi|Thriller
25777,5029,4.4585986,Monkey Business (1931),Comedy
55269,5029,4.452733,"Darjeeling Limited, The (2007)",Adventure|Comedy|Drama
1254,5029,4.442882,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western
72037,5085,5.461187,Darkness/Light/Darkness (Tma/Svetlo/Tma) (1989),Animation|Comedy|Fantasy
50641,5085,5.148513,House (Hausu) (1977),Comedy|Fantasy|Horror
3134,5085,4.9770207,Grand Illusion (La grande illusion) (1937),Drama|War
908,5085,4.94741,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
122914,5085,4.9402447,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
5017,5085,4.8948097,"Big Heat, The (1953)",Drama|Film-Noir
6643,5085,4.871585,Tokyo Story (Tôkyô monogatari) (1953),Drama
904,5085,4.8554134,Rear Window (1954),Mystery|Thriller
8957,5085,4.852551,Saw (2004),Horror|Mystery|Thriller
3167,5085,4.8487153,Carnal Knowledge (1971),Comedy|Drama
293,5964,4.960283,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
541,5964,4.898957,Blade Runner (1982),Action|Sci-Fi|Thriller
4993,5964,4.8972664,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
1203,5964,4.881572,12 Angry Men (1957),Drama
1936,5964,4.880152,Mrs. Miniver (1942),Drama|War
3545,5964,4.8448315,Cabaret (1972),Drama|Musical
168250,5964,4.843088,Get Out (2017),Horror
2300,5964,4.838896,"Producers, The (1968)",Comedy
7318,5964,4.765334,"Passion of the Christ, The (2004)",Drama
8957,5964,4.747242,Saw (2004),Horror|Mystery|Thriller
68157,6310,4.532713,Inglourious Basterds (2009),Action|Drama|War
140769,6310,4.3969126,Puella Magi Madoka Magica the Movie Part I: Beginnings (2012),Action|Animation|Horror|Mystery
158238,6310,4.3029656,The Nice Guys (2016),Crime|Mystery|Thriller
7132,6310,4.161647,"Night at the Opera, A (1935)",Comedy|Musical|Romance
955,6310,4.117841,Bringing Up Baby (1938),Comedy|Romance
235,6310,4.1098156,Ed Wood (1994),Comedy|Drama
26699,6310,4.0801916,Close-Up (Nema-ye Nazdik) (1990),Drama
6818,6310,4.079478,Come and See (Idi i smotri) (1985),Drama|War
46948,6310,4.022784,Monster House (2006),Animation|Children|Fantasy|Mystery
8665,6310,3.995442,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
6818,6471,5.1584253,Come and See (Idi i smotri) (1985),Drama|War
55269,6471,5.0477643,"Darjeeling Limited, The (2007)",Adventure|Comedy|Drama
6643,6471,5.0159435,Tokyo Story (Tôkyô monogatari) (1953),Drama
1470,6471,4.9726562,Rhyme & Reason (1997),Documentary
8957,6471,4.97194,Saw (2004),Horror|Mystery|Thriller
930,6471,4.937982,Notorious (1946),Film-Noir|Romance|Thriller
8914,6471,4.9298887,Primer (2004),Drama|Sci-Fi
65642,6471,4.911664,"Timecrimes (Cronocrímenes, Los) (2007)",Sci-Fi|Thriller
293,6471,4.905468,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
1193,6471,4.889341,One Flew Over the Cuckoo's Nest (1975),Drama
293,6728,5.2397404,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
6818,6728,5.069928,Come and See (Idi i smotri) (1985),Drama|War
8957,6728,5.0186667,Saw (2004),Horror|Mystery|Thriller
1193,6728,4.999446,One Flew Over the Cuckoo's Nest (1975),Drama
4993,6728,4.9901357,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
2959,6728,4.950079,Fight Club (1999),Action|Crime|Drama|Thriller
541,6728,4.909464,Blade Runner (1982),Action|Sci-Fi|Thriller
8602,6728,4.8996177,Shadows (1959),Drama
1961,6728,4.8746285,Rain Man (1988),Drama
6643,6728,4.8696475,Tokyo Story (Tôkyô monogatari) (1953),Drama
115122,7159,4.386221,What We Do in the Shadows (2014),Comedy|Horror
6985,7159,4.2132773,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",Drama
955,7159,4.1890235,Bringing Up Baby (1938),Comedy|Romance
3310,7159,4.1515627,"Kid, The (1921)",Comedy|Drama
7132,7159,4.1245117,"Night at the Opera, A (1935)",Comedy|Musical|Romance
140174,7159,4.101606,Room (2015),Drama
25741,7159,4.0959444,"Phantom Carriage, The (Körkarlen) (1921)",Drama
3328,7159,4.054943,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
1193,7159,4.03859,One Flew Over the Cuckoo's Nest (1975),Drama
8602,7159,4.0358105,Shadows (1959),Drama
1193,7808,5.282917,One Flew Over the Cuckoo's Nest (1975),Drama
6818,7808,5.240033,Come and See (Idi i smotri) (1985),Drama|War
56548,7808,4.9165325,All Passion Spent (1986),Drama
2173,7808,4.9165325,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi
1299,7808,4.6725492,"Killing Fields, The (1984)",Drama|War
112552,7808,4.642907,Whiplash (2014),Drama
3125,7808,4.6396503,"End of the Affair, The (1999)",Drama
25741,7808,4.595439,"Phantom Carriage, The (Körkarlen) (1921)",Drama
1283,7808,4.547562,High Noon (1952),Drama|Western
5840,7808,4.4661064,"My Mother's Castle (Château de ma mère, Le) (1990)",Comedy|Drama
115149,7858,4.236048,John Wick (2014),Action|Thriller
161582,7858,4.019601,Hell or High Water (2016),Crime|Drama
224264,7858,3.8848417,Connected (2020),Adventure|Animation|Children|Comedy|Sci-Fi
2959,7858,3.785136,Fight Club (1999),Action|Crime|Drama|Thriller
6818,7858,3.6505156,Come and See (Idi i smotri) (1985),Drama|War
904,7858,3.4668875,Rear Window (1954),Mystery|Thriller
6016,7858,3.4488604,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
6281,7858,3.4230452,Phone Booth (2002),Drama|Thriller
2858,7858,3.3963227,American Beauty (1999),Drama|Romance
1356,7858,3.3888798,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
296,8307,4.7555504,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
2300,8307,4.537084,"Producers, The (1968)",Comedy
6874,8307,4.5053306,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
3545,8307,4.503356,Cabaret (1972),Drama|Musical
2248,8307,4.490683,Say Anything... (1989),Comedy|Drama|Romance
4993,8307,4.479039,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
65642,8307,4.469145,"Timecrimes (Cronocrímenes, Los) (2007)",Sci-Fi|Thriller
134206,8307,4.4665446,Child's Play (1972),Thriller
1470,8307,4.464561,Rhyme & Reason (1997),Documentary
1936,8307,4.4609404,Mrs. Miniver (1942),Drama|War
3088,8359,5.006912,Harvey (1950),Comedy|Fantasy
1148,8359,4.745819,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
4454,8359,4.7241077,More (1998),Animation|Drama|Sci-Fi|IMAX
8602,8359,4.7103324,Shadows (1959),Drama
4710,8359,4.701951,"Shootist, The (1976)",Drama|Western
2248,8359,4.693274,Say Anything... (1989),Comedy|Drama|Romance
181525,8359,4.6923423,Das Himmler Projekt (2000),Documentary
151621,8359,4.6923423,Looking for Grace (2015),Drama
142414,8359,4.6923423,Dusty and Sweets McGee (1971),Crime|Drama
88957,8359,4.6923423,"Young One, The (1960)",Drama
97913,8588,4.5000043,Wreck-It Ralph (2012),Animation|Comedy
2384,8588,4.2990417,Babe: Pig in the City (1998),Adventure|Children|Drama
119145,8588,4.2023478,Kingsman: The Secret Service (2015),Action|Adventure|Comedy|Crime
6818,8588,3.9725008,Come and See (Idi i smotri) (1985),Drama|War
910,8588,3.9117966,Some Like It Hot (1959),Comedy|Crime
109374,8588,3.8477507,"Grand Budapest Hotel, The (2014)",Comedy|Drama
8957,8588,3.847582,Saw (2004),Horror|Mystery|Thriller
1206,8588,3.8363543,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
168612,8588,3.8174758,Ghost in the Shell (2017),Action|Drama|Sci-Fi
7459,8588,3.764384,Carandiru (2003),Crime|Drama
25,8901,4.750711,Leaving Las Vegas (1995),Drama|Romance
115713,8901,4.6236672,Ex Machina (2015),Drama|Sci-Fi|Thriller
73808,8901,4.352489,"Chaser, The (Chugyeogja) (2008)",Crime|Drama|Thriller
166964,8901,4.327039,Street of Crocodiles (1986),Animation
8981,8901,3.9910197,Closer (2004),Drama|Romance
69757,8901,3.9302287,(500) Days of Summer (2009),Comedy|Drama|Romance
30745,8901,3.6766882,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),Comedy|Crime|Drama|Horror|Mystery
202443,8901,3.651305,The Invisible Life of Eurídice Gusmão (2019),Drama
134519,8901,3.651305,Suspicious Truth (2015),Comedy
80648,8901,3.651305,Lone Wolf and Cub: Baby Cart in the Land of Demons (Kozure Ôkami: Meifumadô) (1973),Action|Drama|Thriller
3685,8905,4.343681,Prizzi's Honor (1985),Comedy|Drama|Romance
208627,8905,4.2205973,Hitsville: The Making of Motown (2019),Documentary
6818,8905,4.204302,Come and See (Idi i smotri) (1985),Drama|War
1084,8905,4.169467,Bonnie and Clyde (1967),Crime|Drama
1193,8905,4.1358027,One Flew Over the Cuckoo's Nest (1975),Drama
1218,8905,4.115235,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller
2204,8905,4.101723,Saboteur (1942),Mystery|Thriller
4710,8905,4.0346513,"Shootist, The (1976)",Drama|Western
2000,8905,4.0183015,Lethal Weapon (1987),Action|Comedy|Crime|Drama
51255,8905,4.0098968,Hot Fuzz (2007),Action|Comedy|Crime|Mystery
1218,9085,4.92768,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller
1193,9085,4.496659,One Flew Over the Cuckoo's Nest (1975),Drama
1244,9085,4.4716296,Manhattan (1979),Comedy|Drama|Romance
1203,9085,4.4561443,12 Angry Men (1957),Drama
6870,9085,4.366006,Mystic River (2003),Crime|Drama|Mystery
8602,9085,4.3595147,Shadows (1959),Drama
912,9085,4.354305,Casablanca (1942),Drama|Romance
293,9085,4.31293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
2348,9085,4.3073077,Sid and Nancy (1986),Drama
288,9085,4.277283,Natural Born Killers (1994),Action|Crime|Thriller
115122,9300,4.8126783,What We Do in the Shadows (2014),Comedy|Horror
1193,9300,4.6521935,One Flew Over the Cuckoo's Nest (1975),Drama
6818,9300,4.575425,Come and See (Idi i smotri) (1985),Drama|War
7132,9300,4.33099,"Night at the Opera, A (1935)",Comedy|Musical|Romance
197529,9300,4.32111,The Upside (2019),Comedy|Drama
541,9300,4.2920823,Blade Runner (1982),Action|Sci-Fi|Thriller
208627,9300,4.284651,Hitsville: The Making of Motown (2019),Documentary
3551,9300,4.2813234,Marathon Man (1976),Crime|Drama|Thriller
1252,9300,4.2716,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
4710,9300,4.2535033,"Shootist, The (1976)",Drama|Western
25,9643,5.061444,Leaving Las Vegas (1995),Drama|Romance
1223,9643,5.032308,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
2920,9643,4.9733386,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance
40583,9643,4.965324,Syriana (2005),Drama|Thriller
356,9643,4.962068,Forrest Gump (1994),Comedy|Drama|Romance|War
202443,9643,4.885856,The Invisible Life of Eurídice Gusmão (2019),Drama
134519,9643,4.885856,Suspicious Truth (2015),Comedy
80648,9643,4.885856,Lone Wolf and Cub: Baby Cart in the Land of Demons (Kozure Ôkami: Meifumadô) (1973),Action|Drama|Thriller
3475,9643,4.870405,"Place in the Sun, A (1951)",Drama|Romance
6985,9643,4.854637,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",Drama
5036,10202,4.9586306,California Suite (1978),Comedy
8914,10202,4.9209704,Primer (2004),Drama|Sci-Fi
3196,10202,4.9068637,Stalag 17 (1953),Drama|War
951,10202,4.8998346,His Girl Friday (1940),Comedy|Romance
3088,10202,4.870058,Harvey (1950),Comedy|Fantasy
8602,10202,4.865419,Shadows (1959),Drama
111235,10202,4.86396,Jodorowsky's Dune (2013),Documentary|Sci-Fi
7587,10202,4.840442,"Samouraï, Le (Godson, The) (1967)",Crime|Drama|Thriller
7560,10202,4.8269334,Fail-Safe (1964),Drama|Thriller|War
2712,10202,4.814219,Eyes Wide Shut (1999),Drama|Mystery|Thriller
6985,10810,4.87623,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",Drama
55269,10810,4.8561673,"Darjeeling Limited, The (2007)",Adventure|Comedy|Drama
3160,10810,4.8541837,Magnolia (1999),Drama
904,10810,4.8403535,Rear Window (1954),Mystery|Thriller
930,10810,4.825835,Notorious (1946),Film-Noir|Romance|Thriller
1254,10810,4.810595,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western
25777,10810,4.7966886,Monkey Business (1931),Comedy
3819,10810,4.750063,Tampopo (1985),Comedy
4993,10810,4.713003,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
26064,10810,4.709502,"Bad Sleep Well, The (Warui yatsu hodo yoku nemuru) (1960)",Drama|Thriller
6818,10844,4.648152,Come and See (Idi i smotri) (1985),Drama|War
2858,10844,4.403636,American Beauty (1999),Drama|Romance
1204,10844,4.235656,Lawrence of Arabia (1962),Adventure|Drama|War
953,10844,4.2143526,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
3545,10844,4.184107,Cabaret (1972),Drama|Musical
55040,10844,4.176772,Bitter Rice (Riso amaro) (1949),Drama
8772,10844,4.176772,"Spy Who Came in from the Cold, The (1965)",Drama|Thriller
6281,10844,4.146695,Phone Booth (2002),Drama|Thriller
4710,10844,4.0876904,"Shootist, The (1976)",Drama|Western
8602,10844,4.0829816,Shadows (1959),Drama
55269,11335,5.4632826,"Darjeeling Limited, The (2007)",Adventure|Comedy|Drama
1193,11335,5.156168,One Flew Over the Cuckoo's Nest (1975),Drama
65642,11335,4.987669,"Timecrimes (Cronocrímenes, Los) (2007)",Sci-Fi|Thriller
6818,11335,4.842677,Come and See (Idi i smotri) (1985),Drama|War
2238,11335,4.7624683,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama
527,11335,4.7493434,Schindler's List (1993),Drama|War
2686,11335,4.701281,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery
1129,11335,4.686688,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
589,11335,4.6092477,Terminator 2: Judgment Day (1991),Action|Sci-Fi
1281,11335,4.600141,"Great Dictator, The (1940)",Comedy|Drama|War
8602,11453,4.7542377,Shadows (1959),Drama
1036,11453,4.746666,Die Hard (1988),Action|Crime|Thriller
181525,11453,4.7440295,Das Himmler Projekt (2000),Documentary
151621,11453,4.7440295,Looking for Grace (2015),Drama
142414,11453,4.7440295,Dusty and Sweets McGee (1971),Crime|Drama
88957,11453,4.7440295,"Young One, The (1960)",Drama
26151,11453,4.7440295,Au Hasard Balthazar (1966),Crime|Drama
8583,11453,4.7440295,"Clock, The (1945)",Adventure|Drama|Romance
7066,11453,4.7440295,"Blue Kite, The (Lan feng zheng) (1993)",Drama
1131,11453,4.723113,Jean de Florette (1986),Drama|Mystery
6818,11511,4.6446943,Come and See (Idi i smotri) (1985),Drama|War
3545,11511,4.6149793,Cabaret (1972),Drama|Musical
904,11511,4.474793,Rear Window (1954),Mystery|Thriller
2019,11511,4.4407477,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
4993,11511,4.3806744,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
8665,11511,4.3563275,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
911,11511,4.3457375,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller
25741,11511,4.3392467,"Phantom Carriage, The (Körkarlen) (1921)",Drama
6350,11511,4.328017,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi
955,11511,4.314758,Bringing Up Baby (1938),Comedy|Romance
7064,11642,5.217766,Beauty and the Beast (La belle et la bête) (1946),Drama|Fantasy
6643,11642,5.0656576,Tokyo Story (Tôkyô monogatari) (1953),Drama
2959,11642,5.0384235,Fight Club (1999),Action|Crime|Drama|Thriller
6818,11642,4.9868817,Come and See (Idi i smotri) (1985),Drama|War
132800,11642,4.922456,Welcome to Me (2014),Comedy|Drama
2863,11642,4.9177656,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical
84772,11642,4.89637,Paul (2011),Adventure|Comedy|Sci-Fi
152081,11642,4.891092,Zootopia (2016),Action|Adventure|Animation|Children|Comedy
